rotate 0 0 1 0 
rotate 21 0 0 1 
color 0.22202 0.22202 0.22202 
localcoord -300000 0 0 
color 0.27292 0.27292 0.27292 
localcoord -289778 0 -77645.7 
color 0.24114 0.24114 0.24114 
localcoord -264884 0 -140841 
color 0.12854 0.12854 0.12854 
localcoord -264884 0 -140841 
color 0.10848 0.10848 0.10848 
localcoord -226413 0 -196818 
color 0.29714 0.29714 0.29714 
localcoord -167758 0 -248711 
color 0.24732 0.24732 0.24732 
localcoord -87711.5 0 -286891 
color 0.22528 0.22528 0.22528 
localcoord -77645.7 0 -289778 
color 0.15014 0.15014 0.15014 
localcoord -52094.4 0 -295442 
color 0.174 0.174 0.174 
localcoord 20927 0 -299269 
color 0.25388 0.25388 0.25388 
localcoord 20927 0 -299269 
color 0.18508 0.18508 0.18508 
localcoord 117219 0 -276151 
color 0.26168 0.26168 0.26168 
localcoord 122021 0 -274064 
color 0.14374 0.14374 0.14374 
localcoord 163392 0 -251601 
color 0.13618 0.13618 0.13618 
localcoord 212132 0 -212132 
color 0.16824 0.16824 0.16824 
localcoord 233144 0 -188796 
color 0.25486 0.25486 0.25486 
localcoord 251601 0 -163392 
color 0.27132 0.27132 0.27132 
localcoord 274064 0 -122021 
color 0.10058 0.10058 0.10058 
localcoord 294488 0 -57242.7 
color 0.25956 0.25956 0.25956 
localcoord 298357 0 -31358.5 
color 0.10306 0.10306 0.10306 
localcoord 293444 0 62373.5 
color 0.10496 0.10496 0.10496 
localcoord 286891 0 87711.5 
color 0.11314 0.11314 0.11314 
localcoord 251601 0 163392 
color 0.29566 0.29566 0.29566 
localcoord 204599 0 219406 
color 0.10942 0.10942 0.10942 
localcoord 184698 0 236403 
color 0.16128 0.16128 0.16128 
localcoord 163392 0 251601 
color 0.16406 0.16406 0.16406 
localcoord 131511 0 269638 
color 0.26328 0.26328 0.26328 
localcoord 117219 0 276151 
color 0.1137 0.1137 0.1137 
localcoord 52094.4 0 295442 
color 0.1263 0.1263 0.1263 
localcoord 46930.3 0 296307 
color 0.2263 0.2263 0.2263 
localcoord 15700.7 0 299589 
color 0.29038 0.29038 0.29038 
localcoord -72576.6 0 291089 
color 0.27966 0.27966 0.27966 
localcoord -126786 0 271892 
color 0.1472 0.1472 0.1472 
localcoord -208398 0 215802 
color 0.1177 0.1177 0.1177 
localcoord -236403 0 184698 
color 0.11906 0.11906 0.11906 
localcoord -269638 0 131511 
color 0.24438 0.24438 0.24438 
localcoord -297080 0 41751.9 
rotate 19 0 0 1 
color 0.17232 0.17232 0.17232 
localcoord -300000 0 0 
color 0.24004 0.24004 0.24004 
localcoord -299817 0 -10469.8 
color 0.12774 0.12774 0.12774 
localcoord -294488 0 -57242.7 
color 0.18616 0.18616 0.18616 
localcoord -281908 0 -102606 
color 0.23312 0.23312 0.23312 
localcoord -276151 0 -117219 
color 0.12382 0.12382 0.12382 
localcoord -276151 0 -117219 
color 0.14952 0.14952 0.14952 
localcoord -236403 0 -184698 
color 0.29864 0.29864 0.29864 
localcoord -167758 0 -248711 
color 0.11028 0.11028 0.11028 
localcoord -167758 0 -248711 
color 0.2128 0.2128 0.2128 
localcoord -163392 0 -251601 
color 0.13224 0.13224 0.13224 
localcoord -82691.2 0 -288379 
color 0.20474 0.20474 0.20474 
localcoord -72576.6 0 -291089 
color 0.20314 0.20314 0.20314 
localcoord -41751.9 0 -297080 
color 0.19322 0.19322 0.19322 
localcoord -20926.9 0 -299269 
color 0.27422 0.27422 0.27422 
localcoord 26146.7 0 -298858 
color 0.28088 0.28088 0.28088 
localcoord 77645.7 0 -289778 
color 0.10834 0.10834 0.10834 
localcoord 117219 0 -276151 
color 0.20618 0.20618 0.20618 
localcoord 158976 0 -254414 
color 0.2039 0.2039 0.2039 
localcoord 176336 0 -242705 
color 0.24046 0.24046 0.24046 
localcoord 184698 0 -236403 
color 0.13032 0.13032 0.13032 
localcoord 219406 0 -204600 
color 0.2082 0.2082 0.2082 
localcoord 245746 0 -172073 
color 0.25256 0.25256 0.25256 
localcoord 285317 0 -92705.1 
color 0.19322 0.19322 0.19322 
localcoord 295442 0 -52094.4 
color 0.21436 0.21436 0.21436 
localcoord 299589 0 -15700.8 
color 0.19682 0.19682 0.19682 
localcoord 294488 0 57242.7 
color 0.17936 0.17936 0.17936 
localcoord 294488 0 57242.7 
color 0.11384 0.11384 0.11384 
localcoord 269638 0 131511 
color 0.1102 0.1102 0.1102 
localcoord 226413 0 196818 
color 0.28878 0.28878 0.28878 
localcoord 200739 0 222943 
color 0.15254 0.15254 0.15254 
localcoord 150000 0 259808 
color 0.12048 0.12048 0.12048 
localcoord 67485.3 0 292311 
color 0.19204 0.19204 0.19204 
localcoord -26146.8 0 298858 
color 0.23246 0.23246 0.23246 
localcoord -52094.5 0 295442 
color 0.19546 0.19546 0.19546 
localcoord -140842 0 264884 
color 0.23062 0.23062 0.23062 
localcoord -167758 0 248711 
color 0.17366 0.17366 0.17366 
localcoord -180545 0 239591 
color 0.10538 0.10538 0.10538 
localcoord -208398 0 215802 
color 0.25118 0.25118 0.25118 
localcoord -257150 0 154511 
color 0.28 0.28 0.28 
localcoord -264884 0 140841 
color 0.12606 0.12606 0.12606 
localcoord -295442 0 52094.4 
color 0.19052 0.19052 0.19052 
localcoord -297764 0 36560.8 
color 0.23892 0.23892 0.23892 
localcoord -298858 0 26146.7 
color 0.24238 0.24238 0.24238 
localcoord -299817 0 10469.8 
rotate 29 0 0 1 
color 0.20436 0.20436 0.20436 
localcoord -300000 0 0 
color 0.18816 0.18816 0.18816 
localcoord -291089 0 -72576.6 
color 0.25818 0.25818 0.25818 
localcoord -259808 0 -150000 
color 0.10968 0.10968 0.10968 
localcoord -259808 0 -150000 
color 0.24092 0.24092 0.24092 
localcoord -248711 0 -167758 
color 0.12292 0.12292 0.12292 
localcoord -233144 0 -188796 
color 0.12048 0.12048 0.12048 
localcoord -233144 0 -188796 
color 0.17614 0.17614 0.17614 
localcoord -158976 0 -254414 
color 0.17942 0.17942 0.17942 
localcoord -136197 0 -267302 
color 0.1878 0.1878 0.1878 
localcoord -87711.5 0 -286891 
color 0.1054 0.1054 0.1054 
localcoord 5235.73 0 -299954 
color 0.11244 0.11244 0.11244 
localcoord 52094.5 0 -295442 
color 0.2651 0.2651 0.2651 
localcoord 131511 0 -269638 
color 0.28484 0.28484 0.28484 
localcoord 163392 0 -251601 
color 0.25762 0.25762 0.25762 
localcoord 215802 0 -208398 
color 0.10162 0.10162 0.10162 
localcoord 248711 0 -167758 
color 0.2992 0.2992 0.2992 
localcoord 278155 0 -112382 
color 0.25822 0.25822 0.25822 
localcoord 288379 0 -82691.2 
color 0.1045 0.1045 0.1045 
localcoord 297080 0 -41751.9 
color 0.21288 0.21288 0.21288 
localcoord 298858 0 26146.8 
color 0.14892 0.14892 0.14892 
localcoord 296307 0 46930.4 
color 0.21526 0.21526 0.21526 
localcoord 283656 0 97670.5 
color 0.27488 0.27488 0.27488 
localcoord 254414 0 158976 
color 0.22684 0.22684 0.22684 
localcoord 242705 0 176336 
color 0.1305 0.1305 0.1305 
localcoord 208397 0 215802 
color 0.25248 0.25248 0.25248 
localcoord 176336 0 242705 
color 0.19994 0.19994 0.19994 
localcoord 97670.4 0 283656 
color 0.22854 0.22854 0.22854 
localcoord 10469.8 0 299817 
color 0.2832 0.2832 0.2832 
localcoord -46930.4 0 296307 
color 0.24214 0.24214 0.24214 
localcoord -57242.7 0 294488 
color 0.11732 0.11732 0.11732 
localcoord -67485.4 0 292311 
color 0.23046 0.23046 0.23046 
localcoord -72576.6 0 291089 
color 0.26066 0.26066 0.26066 
localcoord -112382 0 278155 
color 0.19902 0.19902 0.19902 
localcoord -150000 0 259808 
color 0.259 0.259 0.259 
localcoord -200739 0 222943 
color 0.27394 0.27394 0.27394 
localcoord -257150 0 154511 
color 0.27956 0.27956 0.27956 
localcoord -274064 0 122021 
color 0.25214 0.25214 0.25214 
localcoord -295442 0 52094.4 
rotate 0 0 0 1 
color 0.22512 0.22512 0.22512 
localcoord -300000 0 0 
color 0.1149 0.1149 0.1149 
localcoord -296307 0 -46930.3 
color 0.28702 0.28702 0.28702 
localcoord -296307 0 -46930.3 
color 0.28848 0.28848 0.28848 
localcoord -274064 0 -122021 
color 0.14894 0.14894 0.14894 
localcoord -271892 0 -126785 
color 0.20348 0.20348 0.20348 
localcoord -267302 0 -136197 
color 0.26546 0.26546 0.26546 
localcoord -212132 0 -212132 
color 0.12898 0.12898 0.12898 
localcoord -131511 0 -269638 
color 0.14018 0.14018 0.14018 
localcoord -62373.5 0 -293444 
color 0.1452 0.1452 0.1452 
localcoord -20926.9 0 -299269 
color 0.10374 0.10374 0.10374 
localcoord 72576.6 0 -291089 
color 0.13238 0.13238 0.13238 
localcoord 122021 0 -274064 
color 0.10614 0.10614 0.10614 
localcoord 176336 0 -242705 
color 0.13248 0.13248 0.13248 
localcoord 233144 0 -188796 
color 0.10898 0.10898 0.10898 
localcoord 248711 0 -167758 
color 0.10762 0.10762 0.10762 
localcoord 262386 0 -145443 
color 0.15418 0.15418 0.15418 
localcoord 264884 0 -140841 
color 0.20614 0.20614 0.20614 
localcoord 285317 0 -92705.1 
color 0.17536 0.17536 0.17536 
localcoord 288379 0 -82691.2 
color 0.21542 0.21542 0.21542 
localcoord 299954 0 5235.75 
color 0.10182 0.10182 0.10182 
localcoord 283656 0 97670.5 
color 0.17124 0.17124 0.17124 
localcoord 281908 0 102606 
color 0.1711 0.1711 0.1711 
localcoord 236403 0 184698 
color 0.13172 0.13172 0.13172 
localcoord 204599 0 219406 
color 0.21786 0.21786 0.21786 
localcoord 204599 0 219406 
color 0.14398 0.14398 0.14398 
localcoord 136197 0 267302 
color 0.26766 0.26766 0.26766 
localcoord 62373.5 0 293444 
color 0.26734 0.26734 0.26734 
localcoord -10469.9 0 299817 
color 0.19456 0.19456 0.19456 
localcoord -41752 0 297080 
color 0.18844 0.18844 0.18844 
localcoord -72576.6 0 291089 
color 0.13344 0.13344 0.13344 
localcoord -117219 0 276151 
color 0.17552 0.17552 0.17552 
localcoord -122021 0 274064 
color 0.12038 0.12038 0.12038 
localcoord -150000 0 259808 
color 0.2488 0.2488 0.2488 
localcoord -196818 0 226413 
color 0.23922 0.23922 0.23922 
localcoord -259808 0 150000 
color 0.26754 0.26754 0.26754 
localcoord -278155 0 112382 
color 0.16068 0.16068 0.16068 
localcoord -283656 0 97670.4 
color 0.22678 0.22678 0.22678 
localcoord -286891 0 87711.5 
color 0.21586 0.21586 0.21586 
localcoord -286891 0 87711.5 
color 0.26098 0.26098 0.26098 
localcoord -288379 0 82691.2 
color 0.22652 0.22652 0.22652 
localcoord -294488 0 57242.6 
rotate 16 0 0 1 
color 0.14742 0.14742 0.14742 
localcoord -300000 0 0 
color 0.1046 0.1046 0.1046 
localcoord -297080 0 -41751.9 
color 0.18528 0.18528 0.18528 
localcoord -295442 0 -52094.5 
color 0.24076 0.24076 0.24076 
localcoord -280074 0 -107510 
color 0.10196 0.10196 0.10196 
localcoord -251601 0 -163392 
color 0.15982 0.15982 0.15982 
localcoord -233144 0 -188796 
color 0.20282 0.20282 0.20282 
localcoord -215802 0 -208398 
color 0.16868 0.16868 0.16868 
localcoord -200739 0 -222943 
color 0.11368 0.11368 0.11368 
localcoord -131511 0 -269638 
color 0.10502 0.10502 0.10502 
localcoord -126785 0 -271892 
color 0.24338 0.24338 0.24338 
localcoord -52094.4 0 -295442 
color 0.2279 0.2279 0.2279 
localcoord 5235.73 0 -299954 
color 0.20262 0.20262 0.20262 
localcoord 72576.6 0 -291089 
color 0.15038 0.15038 0.15038 
localcoord 102606 0 -281908 
color 0.2448 0.2448 0.2448 
localcoord 107510 0 -280074 
color 0.10738 0.10738 0.10738 
localcoord 122021 0 -274064 
color 0.13574 0.13574 0.13574 
localcoord 176336 0 -242705 
color 0.14266 0.14266 0.14266 
localcoord 233144 0 -188796 
color 0.12702 0.12702 0.12702 
localcoord 236403 0 -184698 
color 0.1083 0.1083 0.1083 
localcoord 259808 0 -150000 
color 0.26474 0.26474 0.26474 
localcoord 294488 0 -57242.7 
color 0.28166 0.28166 0.28166 
localcoord 299954 0 5235.75 
color 0.10484 0.10484 0.10484 
localcoord 281908 0 102606 
color 0.13994 0.13994 0.13994 
localcoord 236403 0 184698 
color 0.2921 0.2921 0.2921 
localcoord 196818 0 226413 
color 0.14004 0.14004 0.14004 
localcoord 192836 0 229813 
color 0.2056 0.2056 0.2056 
localcoord 172073 0 245746 
color 0.1206 0.1206 0.1206 
localcoord 145443 0 262386 
color 0.21736 0.21736 0.21736 
localcoord 126785 0 271892 
color 0.17758 0.17758 0.17758 
localcoord 57242.7 0 294488 
color 0.14564 0.14564 0.14564 
localcoord -0.0388846 0 300000 
color 0.13732 0.13732 0.13732 
localcoord -62373.5 0 293444 
color 0.10094 0.10094 0.10094 
localcoord -97670.5 0 283656 
color 0.26954 0.26954 0.26954 
localcoord -172073 0 245746 
color 0.10126 0.10126 0.10126 
localcoord -172073 0 245746 
color 0.14282 0.14282 0.14282 
localcoord -184698 0 236403 
color 0.19564 0.19564 0.19564 
localcoord -212132 0 212132 
color 0.15074 0.15074 0.15074 
localcoord -264884 0 140841 
color 0.149 0.149 0.149 
localcoord -296307 0 46930.3 
color 0.18076 0.18076 0.18076 
localcoord -299269 0 20926.9 
color 0.16362 0.16362 0.16362 
localcoord -299269 0 20926.9 
rotate 27 0 0 1 
color 0.15046 0.15046 0.15046 
localcoord -300000 0 0 
color 0.1404 0.1404 0.1404 
localcoord -289778 0 -77645.7 
color 0.14022 0.14022 0.14022 
localcoord -286891 0 -87711.5 
color 0.1361 0.1361 0.1361 
localcoord -245746 0 -172073 
color 0.18958 0.18958 0.18958 
localcoord -242705 0 -176336 
color 0.1493 0.1493 0.1493 
localcoord -222943 0 -200739 
color 0.27418 0.27418 0.27418 
localcoord -167758 0 -248711 
color 0.16634 0.16634 0.16634 
localcoord -140841 0 -264884 
color 0.29254 0.29254 0.29254 
localcoord -97670.4 0 -283656 
color 0.1149 0.1149 0.1149 
localcoord -20926.9 0 -299269 
color 0.22168 0.22168 0.22168 
localcoord 20927 0 -299269 
color 0.27658 0.27658 0.27658 
localcoord 20927 0 -299269 
color 0.19594 0.19594 0.19594 
localcoord 46930.4 0 -296307 
color 0.10262 0.10262 0.10262 
localcoord 131511 0 -269638 
color 0.12848 0.12848 0.12848 
localcoord 212132 0 -212132 
color 0.1734 0.1734 0.1734 
localcoord 215802 0 -208398 
color 0.1693 0.1693 0.1693 
localcoord 242705 0 -176336 
color 0.2788 0.2788 0.2788 
localcoord 269638 0 -131511 
color 0.17278 0.17278 0.17278 
localcoord 274064 0 -122021 
color 0.12608 0.12608 0.12608 
localcoord 295442 0 -52094.4 
color 0.22938 0.22938 0.22938 
localcoord 299269 0 20927 
color 0.2687 0.2687 0.2687 
localcoord 286891 0 87711.5 
color 0.29508 0.29508 0.29508 
localcoord 276151 0 117219 
color 0.13384 0.13384 0.13384 
localcoord 257150 0 154511 
color 0.17676 0.17676 0.17676 
localcoord 242705 0 176336 
color 0.21354 0.21354 0.21354 
localcoord 200739 0 222943 
color 0.2734 0.2734 0.2734 
localcoord 126785 0 271892 
color 0.23856 0.23856 0.23856 
localcoord 31358.5 0 298357 
color 0.20786 0.20786 0.20786 
localcoord -31358.6 0 298357 
color 0.1138 0.1138 0.1138 
localcoord -102606 0 281908 
color 0.1063 0.1063 0.1063 
localcoord -188796 0 233144 
color 0.13278 0.13278 0.13278 
localcoord -188796 0 233144 
color 0.24756 0.24756 0.24756 
localcoord -242705 0 176336 
color 0.21612 0.21612 0.21612 
localcoord -269638 0 131511 
color 0.27344 0.27344 0.27344 
localcoord -285317 0 92705.1 
color 0.21468 0.21468 0.21468 
localcoord -291089 0 72576.5 
color 0.13762 0.13762 0.13762 
localcoord -291089 0 72576.5 
color 0.13298 0.13298 0.13298 
localcoord -293444 0 62373.5 
color 0.29482 0.29482 0.29482 
localcoord -297080 0 41751.9 
rotate 0 0 0 1 
color 0.1721 0.1721 0.1721 
localcoord -300000 0 0 
color 0.14242 0.14242 0.14242 
localcoord -300000 0 0 
color 0.22748 0.22748 0.22748 
localcoord -283656 0 -97670.4 
color 0.17074 0.17074 0.17074 
localcoord -276151 0 -117219 
color 0.1016 0.1016 0.1016 
localcoord -248711 0 -167758 
color 0.2706 0.2706 0.2706 
localcoord -184698 0 -236403 
color 0.18668 0.18668 0.18668 
localcoord -145443 0 -262386 
color 0.21046 0.21046 0.21046 
localcoord -82691.2 0 -288379 
color 0.2822 0.2822 0.2822 
localcoord 5235.73 0 -299954 
color 0.13374 0.13374 0.13374 
localcoord 67485.3 0 -292311 
color 0.2423 0.2423 0.2423 
localcoord 97670.5 0 -283656 
color 0.1691 0.1691 0.1691 
localcoord 107510 0 -280074 
color 0.10936 0.10936 0.10936 
localcoord 176336 0 -242705 
color 0.25684 0.25684 0.25684 
localcoord 229813 0 -192836 
color 0.21098 0.21098 0.21098 
localcoord 251601 0 -163392 
color 0.15024 0.15024 0.15024 
localcoord 271892 0 -126785 
color 0.10954 0.10954 0.10954 
localcoord 297764 0 -36560.8 
color 0.26806 0.26806 0.26806 
localcoord 297764 0 36560.8 
color 0.26912 0.26912 0.26912 
localcoord 289778 0 77645.7 
color 0.13952 0.13952 0.13952 
localcoord 269638 0 131511 
color 0.10748 0.10748 0.10748 
localcoord 233144 0 188796 
color 0.17288 0.17288 0.17288 
localcoord 180544 0 239591 
color 0.11032 0.11032 0.11032 
localcoord 176336 0 242705 
color 0.2858 0.2858 0.2858 
localcoord 150000 0 259808 
color 0.22914 0.22914 0.22914 
localcoord 150000 0 259808 
color 0.1996 0.1996 0.1996 
localcoord 87711.5 0 286891 
color 0.1847 0.1847 0.1847 
localcoord 41751.9 0 297080 
color 0.18768 0.18768 0.18768 
localcoord -26146.8 0 298858 
color 0.19894 0.19894 0.19894 
localcoord -67485.4 0 292311 
color 0.23738 0.23738 0.23738 
localcoord -77645.8 0 289778 
color 0.27564 0.27564 0.27564 
localcoord -126786 0 271892 
color 0.28314 0.28314 0.28314 
localcoord -184698 0 236403 
color 0.11898 0.11898 0.11898 
localcoord -200739 0 222943 
color 0.15628 0.15628 0.15628 
localcoord -254414 0 158976 
color 0.26896 0.26896 0.26896 
localcoord -271892 0 126785 
color 0.1892 0.1892 0.1892 
localcoord -285317 0 92705.1 
color 0.22846 0.22846 0.22846 
localcoord -293444 0 62373.5 
color 0.20914 0.20914 0.20914 
localcoord -298858 0 26146.7 
rotate 23 0 0 1 
color 0.25354 0.25354 0.25354 
localcoord -300000 0 0 
color 0.27216 0.27216 0.27216 
localcoord -297080 0 -41751.9 
color 0.19324 0.19324 0.19324 
localcoord -281908 0 -102606 
color 0.23126 0.23126 0.23126 
localcoord -248711 0 -167758 
color 0.17952 0.17952 0.17952 
localcoord -222943 0 -200739 
color 0.20696 0.20696 0.20696 
localcoord -150000 0 -259808 
color 0.14078 0.14078 0.14078 
localcoord -97670.4 0 -283656 
color 0.2217 0.2217 0.2217 
localcoord -5235.71 0 -299954 
color 0.2277 0.2277 0.2277 
localcoord 20927 0 -299269 
color 0.1828 0.1828 0.1828 
localcoord 52094.5 0 -295442 
color 0.20348 0.20348 0.20348 
localcoord 140841 0 -264884 
color 0.24904 0.24904 0.24904 
localcoord 196818 0 -226413 
color 0.10056 0.10056 0.10056 
localcoord 215802 0 -208398 
color 0.27262 0.27262 0.27262 
localcoord 259808 0 -150000 
color 0.26964 0.26964 0.26964 
localcoord 292311 0 -67485.3 
color 0.10994 0.10994 0.10994 
localcoord 299269 0 -20926.9 
color 0.1068 0.1068 0.1068 
localcoord 299589 0 -15700.8 
color 0.14716 0.14716 0.14716 
localcoord 299817 0 10469.9 
color 0.17548 0.17548 0.17548 
localcoord 292311 0 67485.3 
color 0.2158 0.2158 0.2158 
localcoord 262386 0 145443 
color 0.18776 0.18776 0.18776 
localcoord 257150 0 154511 
color 0.17296 0.17296 0.17296 
localcoord 254414 0 158976 
color 0.19188 0.19188 0.19188 
localcoord 192836 0 229813 
color 0.2572 0.2572 0.2572 
localcoord 131511 0 269638 
color 0.11086 0.11086 0.11086 
localcoord 92705.1 0 285317 
color 0.1966 0.1966 0.1966 
localcoord 36560.8 0 297764 
color 0.27776 0.27776 0.27776 
localcoord 5235.68 0 299954 
color 0.14208 0.14208 0.14208 
localcoord -62373.5 0 293444 
color 0.13668 0.13668 0.13668 
localcoord -131511 0 269638 
color 0.20654 0.20654 0.20654 
localcoord -136197 0 267302 
color 0.15214 0.15214 0.15214 
localcoord -163392 0 251601 
color 0.25778 0.25778 0.25778 
localcoord -208398 0 215802 
color 0.23146 0.23146 0.23146 
localcoord -248711 0 167758 
color 0.1705 0.1705 0.1705 
localcoord -276151 0 117219 
color 0.23462 0.23462 0.23462 
localcoord -297080 0 41751.9 
color 0.11784 0.11784 0.11784 
localcoord -298858 0 26146.7 
rotate 3 0 0 1 
color 0.27622 0.27622 0.27622 
localcoord -300000 0 0 
color 0.12468 0.12468 0.12468 
localcoord -295442 0 -52094.5 
color 0.12024 0.12024 0.12024 
localcoord -293444 0 -62373.5 
color 0.21268 0.21268 0.21268 
localcoord -288379 0 -82691.2 
color 0.14852 0.14852 0.14852 
localcoord -251601 0 -163392 
color 0.25228 0.25228 0.25228 
localcoord -208398 0 -215802 
color 0.14738 0.14738 0.14738 
localcoord -188796 0 -233144 
color 0.13594 0.13594 0.13594 
localcoord -107510 0 -280074 
color 0.1018 0.1018 0.1018 
localcoord -26146.7 0 -298858 
color 0.22584 0.22584 0.22584 
localcoord 5235.73 0 -299954 
color 0.10702 0.10702 0.10702 
localcoord 77645.7 0 -289778 
color 0.19412 0.19412 0.19412 
localcoord 87711.5 0 -286891 
color 0.26094 0.26094 0.26094 
localcoord 92705.1 0 -285317 
color 0.1214 0.1214 0.1214 
localcoord 172073 0 -245746 
color 0.28894 0.28894 0.28894 
localcoord 215802 0 -208398 
color 0.12604 0.12604 0.12604 
localcoord 254414 0 -158976 
color 0.18836 0.18836 0.18836 
localcoord 286891 0 -87711.5 
color 0.1629 0.1629 0.1629 
localcoord 299954 0 -5235.7 
color 0.26546 0.26546 0.26546 
localcoord 288379 0 82691.2 
color 0.2638 0.2638 0.2638 
localcoord 264884 0 140842 
color 0.19692 0.19692 0.19692 
localcoord 212132 0 212132 
color 0.2675 0.2675 0.2675 
localcoord 208397 0 215802 
color 0.12234 0.12234 0.12234 
localcoord 131511 0 269638 
color 0.28082 0.28082 0.28082 
localcoord 62373.5 0 293444 
color 0.2217 0.2217 0.2217 
localcoord -20927 0 299269 
color 0.21738 0.21738 0.21738 
localcoord -46930.4 0 296307 
color 0.29452 0.29452 0.29452 
localcoord -77645.8 0 289778 
color 0.13206 0.13206 0.13206 
localcoord -112382 0 278155 
color 0.15208 0.15208 0.15208 
localcoord -126786 0 271892 
color 0.27962 0.27962 0.27962 
localcoord -158976 0 254414 
color 0.21606 0.21606 0.21606 
localcoord -172073 0 245746 
color 0.2767 0.2767 0.2767 
localcoord -196818 0 226413 
color 0.15652 0.15652 0.15652 
localcoord -233144 0 188796 
color 0.299 0.299 0.299 
localcoord -236403 0 184698 
color 0.2644 0.2644 0.2644 
localcoord -262386 0 145443 
color 0.12684 0.12684 0.12684 
localcoord -280074 0 107510 
color 0.17866 0.17866 0.17866 
localcoord -296307 0 46930.3 
rotate 17 0 0 1 
color 0.18854 0.18854 0.18854 
localcoord -300000 0 0 
color 0.1461 0.1461 0.1461 
localcoord -294488 0 -57242.7 
color 0.144 0.144 0.144 
localcoord -293444 0 -62373.5 
color 0.2431 0.2431 0.2431 
localcoord -292311 0 -67485.3 
color 0.13232 0.13232 0.13232 
localcoord -286891 0 -87711.5 
color 0.19352 0.19352 0.19352 
localcoord -280074 0 -107510 
color 0.2461 0.2461 0.2461 
localcoord -251601 0 -163392 
color 0.2474 0.2474 0.2474 
localcoord -215802 0 -208398 
color 0.15998 0.15998 0.15998 
localcoord -163392 0 -251601 
color 0.13974 0.13974 0.13974 
localcoord -150000 0 -259808 
color 0.28284 0.28284 0.28284 
localcoord -67485.3 0 -292311 
color 0.16044 0.16044 0.16044 
localcoord 15700.8 0 -299589 
color 0.29472 0.29472 0.29472 
localcoord 77645.7 0 -289778 
color 0.2641 0.2641 0.2641 
localcoord 145443 0 -262386 
color 0.12428 0.12428 0.12428 
localcoord 167758 0 -248711 
color 0.14434 0.14434 0.14434 
localcoord 229813 0 -192836 
color 0.11016 0.11016 0.11016 
localcoord 264884 0 -140841 
color 0.2998 0.2998 0.2998 
localcoord 267302 0 -136197 
color 0.17474 0.17474 0.17474 
localcoord 288379 0 -82691.2 
color 0.21632 0.21632 0.21632 
localcoord 298858 0 -26146.7 
color 0.1596 0.1596 0.1596 
localcoord 299269 0 -20926.9 
color 0.10492 0.10492 0.10492 
